URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.no/fhir/ig/ParekIG/ValueSet/organization-id-type-vs,0.1.3,draft,,OrganizationIdType_VS,Organization Id Type VS,"Id types for organizations involved in DiagnosticReport/Observation","StructureDefinition/parek-practitioner-role","Internal"
http://hl7.no/fhir/ig/ParekIG/ValueSet/person-id-type-vs,0.1.3,draft,,PersonIdType_VS,Person Id Type VS,"Id types used to identify persons involved, other than the patient.","StructureDefinition/parek-practitioner-role","Internal"
http://hl7.no/fhir/ig/ParekIG/ValueSet/public-id-type-vs,0.1.3,draft,,PublicIdType_VS,Public Id Type VS,"Id types used to identify patients","StructureDefinition/parek-specimen,StructureDefinition/parek-service-request","Internal"
http://hl7.no/fhir/ig/ParekIG/ValueSet/specimen-type-vs,0.1.3,draft,,SpecimenType_VS,Specimen Type VS,"Type og material in specimen.","StructureDefinition/parek-specimen","Other"
