URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/servicerequest-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.434",ServiceRequestCategoryCodes,Service Request Category Codes,"An example value set of SNOMED CT concepts that can classify a requested service","StructureDefinition/parek-service-request","SCT"
http://hl7.org/fhir/ValueSet/servicerequest-orderdetail-parameter-code,5.0.0,draft,,ServiceRequestOrderDetailParameterCode,Servicerequest OrderDetail Parameter Code,"The order detail parameter codes.","StructureDefinition/parek-service-request","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/specimen-collection-method,5.0.0,draft,"2.16.840.1.113883.4.642.3.468,2.16.840.1.113883.4.642.2.275,2.16.840.1.113883.4.642.3.461",FHIRSpecimenCollectionMethod,FHIR Specimen Collection Method,"This example value set defines a set of codes that can be used to indicate the method by which a specimen was collected.","StructureDefinition/parek-specimen","SCT"
http://hl7.org/fhir/ValueSet/specimen-combined,5.0.0,draft,"2.16.840.1.113883.4.642.3.3217",SpecimenCombined,Specimen Combined,"Codes providing the combined status of a specimen.","StructureDefinition/parek-specimen","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/specimen-processing-method,5.0.0,draft,"2.16.840.1.113883.4.642.3.3215",SpecimenProcessingMethod,Specimen Processing Method,"The technique that is used to perform the process or preserve the specimen. These are codes from SNOMED CT - provided as an exemplar value set.","StructureDefinition/parek-specimen","SCT"
http://hl7.org/fhir/ValueSet/specimen-role,5.0.0,draft,"2.16.840.1.113883.4.642.3.3216",SpecimenRole,Specimen Role,"Codes providing the role of a specimen.","StructureDefinition/parek-specimen","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/specimen-status,5.0.0,draft,"2.16.840.1.113883.4.642.2.426,2.16.840.1.113883.4.642.3.464,2.16.840.1.113883.4.642.3.471",SpecimenStatus,Specimen Status,"Codes providing the status/availability of a specimen.","StructureDefinition/parek-specimen","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/udi-entry-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.201,2.16.840.1.113883.4.642.3.211",UDIEntryType,UDI Entry Type,"Codes to identify how UDI data was entered.","StructureDefinition/parek-device","hl7.fhir.r5.core"
http://terminology.hl7.org/ValueSet/v2-0493,3.0.0,active,"2.16.840.1.113883.21.333",Hl7VSSpecimenCondition,hl7VS-specimenCondition,"Concepts of modes or states of being that describe the nature of a specimen.  Used in Version 2 messaging in the SPM segment.","StructureDefinition/parek-specimen","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0916,3.0.0,active,"2.16.840.1.113883.21.440",Hl7VSRelevantClincialInformation,hl7VS-relevantClincialInformation,"Value Set of codes that specify additional clinical information about the patient or specimen to report the supporting and/or suspected diagnosis and clinical findings on requests for interpreted diagnostic studies.","StructureDefinition/parek-specimen","THO (V2)"
http://terminology.hl7.org/ValueSet/v3-ServiceDeliveryLocationRoleType,3.0.0,active,"2.16.840.1.113883.1.11.17660",ServiceDeliveryLocationRoleType,ServiceDeliveryLocationRoleType,"A role of a place that further classifies the setting (e.g., accident site, road side, work site, community location) in which services are delivered.","StructureDefinition/parek-service-request","THO (V3)"
